order_code	customer	order_date	order_status	customer_po	line_index	line_kind	myob_row_id	myob_line_type	myob_item_number	myob_item_name	description	quantity	quantity_unit	quantity_type	unit_price	line_total	myob_sales_unit	requires_job_sheet	myob_item_uid	myob_order_uid
949942	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-13	closed	4304646597	0	myob_import	0	Transaction			PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	14	cartons	units	82.6	1272.04	CTN	0		e218ca69-8856-5020-b48b-21a52174a2a4
949942	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-13	closed	4304646597	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		e218ca69-8856-5020-b48b-21a52174a2a4
949949	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-13	closed	4304650750	0	myob_import	0	Transaction			PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)   - (Customer Part # POLY BAG)	4	cartons	units	127.4	560.56	CTN	0		10eb4cf6-e70f-50a9-8879-9e04b80ca8da
949949	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-13	closed	4304650750	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	58.35	64.19	ea	0		10eb4cf6-e70f-50a9-8879-9e04b80ca8da
949950	SA HEALTH	2025-05-13	closed	53477771	0	myob_import	0	Transaction			PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)   - (Customer Part # POLY BAG)	9	cartons	units	119.5	1183.05	CTN	0		fdfa6a48-7378-5ba5-8a7d-8cecf7991760
949955	DEPARTMENT OF HEALTH QLD	2025-05-13	closed	4304654863	0	myob_import	0	Transaction			PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1	cartons	units	82.6	90.86	CTN	0		b7c06845-a5b5-5397-90ad-11ed534f4ebb
949955	DEPARTMENT OF HEALTH QLD	2025-05-13	closed	4304654863	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		b7c06845-a5b5-5397-90ad-11ed534f4ebb
949998	CUSTOM SEAFOODS	2025-05-13	closed		0	myob_import	0	Transaction			PBR1015G66020BLMD - M/D BLUE POLY BAG ON ROLL 1015 GUSSET X 660MM X  20UM  500/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # BLUE BAG ROLL)	30	rolls	total_rolls	82.8	2732.4	ROLL	1		f22b34f5-8763-573f-bd1e-c4bfccf6b578
949998	CUSTOM SEAFOODS	2025-05-13	closed		1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	75.8	83.38	ea	0		f22b34f5-8763-573f-bd1e-c4bfccf6b578
949691	BLACKWOODS	2025-05-12	closed	RCS47016ST	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	36	cartons	units	52.9	2094.84	CTN	0		c57fc858-04b7-5d9b-ad0a-09793825d0d3
949824	DEPARTMENT OF HEALTH QLD	2025-05-12	closed	4304602650	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	1	cartons	units	77	84.7	CTN	0		8dcb6431-ff28-5c9e-9e41-fba3b27d76cc
949824	DEPARTMENT OF HEALTH QLD	2025-05-12	closed	4304602650	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		8dcb6431-ff28-5c9e-9e41-fba3b27d76cc
949925	BLACKWOODS	2025-05-12	closed	PES89060ST	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	2	cartons	units	52.9	116.38	CTN	0		5e62ee27-bf0d-5713-9618-ca0816837a6e
949963	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-12	closed	4304657356	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	1	cartons	units	77	84.7	CTN	0		4a6f757b-4a19-5cda-a928-6e2b31bd56db
949963	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-12	closed	4304657356	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	28.99	31.89	ea	0		4a6f757b-4a19-5cda-a928-6e2b31bd56db
949968	BLACKWOODS	2025-05-12	closed	MCS99551ST	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	12	cartons	units	52.9	698.28	CTN	0		d1333abd-73bd-5aaf-bce0-749c49dab061
949896	ABLE SECURITY GROUP	2025-05-09	closed	MARCH ORDER	0	myob_import	0	Transaction			T200100(10kg) - L/D NATURAL POLYTUBE 200MM X 270M X 100UM  10kg/ROLL  $PER kg (UOM = kg)   - (Customer Part # .)	30	kg	kg	6	198	kg	1		02ec7345-dadb-567d-a082-34c8a4612449
949915-02	TRIPLE M HOLDINGS PTY LTD	2025-05-09	closed	870619	0	myob_import	0	Transaction			T200100(10kg) - L/D NATURAL POLYTUBE 200MM X 270M X 100UM  10kg/ROLL  $PER kg (UOM = kg)   - (Customer Part # 2PBPB1)	40	kg	kg	2.34	102.96	kg	1		f8540d39-a400-5c78-87a4-6e9832c21bac
949932	CAIRNS HOSPITAL AND HEALTH SERVICE	2025-05-09	closed	4304645399	0	myob_import	0	Transaction			PB35551035(1000) - K20: L/D NATURAL POLYBAG 355MM X 510MM X 35UM  1000/CTN  $PER 1000 (UOM = THOU)   - (Customer Part # POLY BAG)	1	1000	units	82.5	90.75	THOU	1		fff83fbc-2c00-5bb1-b65f-6ae177a9473a
949932	CAIRNS HOSPITAL AND HEALTH SERVICE	2025-05-09	closed	4304645399	1	myob_import	1	Transaction			***SHIP WITH TNT ACCOUNT AS PER DARRYL P EMAIL OF APPROVAL***	1	ea	units	0	0		0		fff83fbc-2c00-5bb1-b65f-6ae177a9473a
949954	NOOSA HOSPITAL	2025-05-09	dispatched	4506928045	0	myob_import	0	Transaction			PB510G66055YP 250 - YCW27202: 27L YELLOW CLINICAL WASTE BAG 510 GUSSET X 660MM X 55UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # CLINICAL WASTE)	1	cartons	units	57.5	63.25	CTN	1		eead0365-89ea-508b-9fc9-213883d50d6d
949954	NOOSA HOSPITAL	2025-05-09	dispatched	4506928045	1	myob_import	1	Transaction			CABLE TIES - CABLE TIES 4.8MM X 200MM, 100/PACK (UOM = PK)	8	ea	units	4.8	42.24	PK	0		eead0365-89ea-508b-9fc9-213883d50d6d
949954	NOOSA HOSPITAL	2025-05-09	dispatched	4506928045	2	myob_import	2	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # BAG)	5	cartons	units	27.1	149.05	CTN	0		eead0365-89ea-508b-9fc9-213883d50d6d
949954	NOOSA HOSPITAL	2025-05-09	dispatched	4506928045	3	myob_import	3	Transaction			PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)	5	cartons	units	70.5	387.75	CTN	0		eead0365-89ea-508b-9fc9-213883d50d6d
949962	TRIPLE M HOLDINGS PTY LTD	2025-05-09	closed	872698	0	myob_import	0	Transaction			T120100 - L/D NATURAL POLY TUBE 120MM X 450M X 100UM  10kg/ROLL  $/kilogram (UOM = kg)   - (Customer Part # 2PBPA)	100	kg	kg	3.9	429	kg	1		43bee7e2-eeca-5a29-b3d6-9548e2c0b4ef
949962	TRIPLE M HOLDINGS PTY LTD	2025-05-09	closed	872698	1	myob_import	1	Transaction			T200100(10kg) - L/D NATURAL POLYTUBE 200MM X 270M X 100UM  10kg/ROLL  $PER kg (UOM = kg)   - (Customer Part # 2PBPB1)	50	kg	kg	2.34	128.7	kg	1		43bee7e2-eeca-5a29-b3d6-9548e2c0b4ef
949962	TRIPLE M HOLDINGS PTY LTD	2025-05-09	closed	872698	2	myob_import	2	Transaction			T350100 - 20KG - L/D NATURAL POLY TUBE 350MM X 300MTS X 100UM; 20KG/ROLL; $/KG (UOM = kg)   - (Customer Part # 2PBPE)	80	kg	kg	3.45	303.6	kg	1		43bee7e2-eeca-5a29-b3d6-9548e2c0b4ef
949965	CANBRAX WHOLESALE SCREENS	2025-05-09	closed	23-APR	0	myob_import	0	Transaction			T100100 (10kg) - L/D NATURAL POLYTUBE 100MM X 540M X 100UM ; 10kg/ROLL;  $PER kilogram (UOM = kg)   - (Customer Part # .)	80	kg	kg	6	528	kg	1		ca3dc8c5-fb46-5ea3-b5d2-19e884a3dfda
949965	CANBRAX WHOLESALE SCREENS	2025-05-09	closed	23-APR	1	myob_import	1	Transaction			T200100(10kg) - L/D NATURAL POLYTUBE 200MM X 270M X 100UM  10kg/ROLL  $PER kg (UOM = kg)   - (Customer Part # TUBE)	40	kg	kg	6	264	kg	1		ca3dc8c5-fb46-5ea3-b5d2-19e884a3dfda
949969	EP FOOD COMPANY	2025-05-09	closed	PO-9474	0	myob_import	0	Transaction			CFR840(1680)168030BL - LD BLUE TINT "FOOD GRADE" TOPSHEETS 840(1680)MM X 1680MM X 30UM, 250/ROLL, $PER ROLL (UOM = ROLL)	5	rolls	total_rolls	79	434.5	ROLL	1		70263f7e-2b07-558d-b5ca-4f325c6f1b8b
949969	EP FOOD COMPANY	2025-05-09	closed	PO-9474	1	myob_import	1	Transaction			***REQUEST FRO DELIVERY FRIDAY 9/5/25***DF	1	ea	units	0	0		0		70263f7e-2b07-558d-b5ca-4f325c6f1b8b
949970	DANCOURT	2025-05-09	closed		0	myob_import	0	Transaction			PB305475100 - LD NATURAL POLY BAG 305MM X 475MM X 100UM; 500/CTN $/1000 (UOM = THOU)   - (Customer Part # .)	13	1000	units	169.85	2428.86	THOU	1		58768ab4-0392-52be-8ac9-61b6ae152cbe
949970	DANCOURT	2025-05-09	closed		1	myob_import	1	Transaction			**CUSTOMER TO COLLECT ON MONDAY 12/05/25 IN MORNING ****	1	ea	units	0	0		0		58768ab4-0392-52be-8ac9-61b6ae152cbe
949974	KBD	2025-05-09	closed		0	myob_import	0	Transaction			STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	1	cartons	units	92	101.2	CTN	0		8daf5094-4fb8-52c7-a6c7-5b59fa0eff35
949393-02	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304425169	0	myob_import	0	Transaction			PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .)	1	cartons	units	50.9	55.99	CTN	1		5532d5fe-27bc-5d54-abb2-e5399f3feea8
949393-02	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304425169	1	myob_import	1	Transaction			**SHIP WITH 949539/43044909675/949716/4304562135/949853/4504613635/949393-02/4304425169/949775/4304586999**08/05/25***	1	ea	units	0	0		0		5532d5fe-27bc-5d54-abb2-e5399f3feea8
949468	HT CONCEPTS PTY LTD	2025-05-08	closed	MATT -EMAIL	0	myob_import	0	Transaction			PB155G17590BKUV - HT CONCEPT - L/D BLACK PLANTER BAG (1LT)  WITH UV 155MMGUSSET(85+70) X 175MM X 90UM ; 2000/CARTON ; $/1000 (UOM = THOU)   - (Customer Part # 1L)	25.85	1000	units	30.5	867.27	THOU	1		caf97bee-b1c5-537d-a432-6fdfddc578d0
949468	HT CONCEPTS PTY LTD	2025-05-08	closed	MATT -EMAIL	1	myob_import	1	Transaction			PB225G21590BKUV- HT CONCEPT - L/D BLACK PLANTER BAG (2.5LT) 225G(115+110) X 215MM X 90UM 1250/CTN  $/1000 (UOM = THOU)   - (Customer Part # 2.5L)	17.5	1000	units	51.75	996.19	THOU	1		caf97bee-b1c5-537d-a432-6fdfddc578d0
949468	HT CONCEPTS PTY LTD	2025-05-08	closed	MATT -EMAIL	2	myob_import	2	Transaction			PB470G465150BKUV - L/D BLACK  PLANTER BAG (25L ) 470G(245+225) X 465MM X 150UM; 200/ ctn $/1000 (UOM = THOU)   - (Customer Part # 25 LITRE)	3.4	1000	units	390	1458.6	THOU	1		caf97bee-b1c5-537d-a432-6fdfddc578d0
949468	HT CONCEPTS PTY LTD	2025-05-08	closed	MATT -EMAIL	3	myob_import	3	Transaction			PB580G560150BKUV - L/D BLACK  PLANTER BAG (45L) 580G(300+280) X 560MM X 150UM 140/CTN $/1000 (UOM = THOU)   - (Customer Part # 45L)	2.1	1000	units	597.95	1381.27	THOU	1		caf97bee-b1c5-537d-a432-6fdfddc578d0
949468	HT CONCEPTS PTY LTD	2025-05-08	closed	MATT -EMAIL	4	myob_import	4	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		caf97bee-b1c5-537d-a432-6fdfddc578d0
949539	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304490675	0	myob_import	0	Transaction			PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .)	5	cartons	units	50.9	279.95	CTN	1		6d89014f-8621-52a3-8578-7c6499af458c
949539	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304490675	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	75.8	83.38	ea	0		6d89014f-8621-52a3-8578-7c6499af458c
949539	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304490675	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		6d89014f-8621-52a3-8578-7c6499af458c
949716	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304562135	0	myob_import	0	Transaction			PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .)	6	cartons	units	50.9	335.94	CTN	1		142594c1-4da1-5a20-85a3-c6db7eba0cad
949716	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304562135	1	myob_import	1	Transaction			**SHIP WITH 949539/43044909675/949716/4304562135/949853/4504613635/949393-02/4304425169/949775/4304586999**08/05/25***	1	ea	units	0	0		0		142594c1-4da1-5a20-85a3-c6db7eba0cad
949716	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304562135	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		142594c1-4da1-5a20-85a3-c6db7eba0cad
949775	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304586999	0	myob_import	0	Transaction			PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .)	5	cartons	units	50.9	279.95	CTN	1		d55b1c1f-5483-564a-8200-3880bea83121
949775	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304586999	1	myob_import	1	Transaction			**SHIP WITH 949539/43044909675/949716/4304562135/949853/4504613635/949393-02/4304425169/949775/4304586999**08/05/25***	1	ea	units	0	0		0		d55b1c1f-5483-564a-8200-3880bea83121
949775	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304586999	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		d55b1c1f-5483-564a-8200-3880bea83121
949853	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304613635	0	myob_import	0	Transaction			PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .)	5	cartons	units	50.9	279.95	CTN	1		da20bcb2-1973-5a76-9476-89e3862cd8a0
949853	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304613635	1	myob_import	1	Transaction			**SHIP WITH 949539/43044909675/949716/4304562135/949853/4504613635/949393-02/4304425169/949775/4304586999**08/05/25***	1	ea	units	0	0		0		da20bcb2-1973-5a76-9476-89e3862cd8a0
949853	WEST MORETON HOSPITAL AND HEALTH SERVICE	2025-05-08	closed	4304613635	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		da20bcb2-1973-5a76-9476-89e3862cd8a0
949895	SUPAFIN SEAFOODS	2025-05-08	closed	5261	0	myob_import	0	Transaction			PBR980G75050 - L/D NATURAL POLY BAG ON ROLL 980G(600MM+380MM) X 750MM X 50UM 300/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	32	rolls	total_rolls	85	2992	ROLL	1		13d64d28-c22b-53fd-affe-4a3280283d30
949895	SUPAFIN SEAFOODS	2025-05-08	closed	5261	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		13d64d28-c22b-53fd-affe-4a3280283d30
949895	SUPAFIN SEAFOODS	2025-05-08	closed	5261	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	75.8	83.38	ea	0		13d64d28-c22b-53fd-affe-4a3280283d30
949916	HINTERLAND COMMERCIAL LAUN	2025-05-08	dispatched	SAM 29.04.25	0	myob_import	0	Transaction			PB40564030 - MEDIUM:  L/D  NATURAL POLY BAG 405MM X 640MM X 30UM  100/PK  1000/CTN $/CTN (UOM = CTN)	1	cartons	units	91.6	100.76	CTN	1		4a5e11c2-e66e-50c5-b46e-c4cbb2399a8d
949916	HINTERLAND COMMERCIAL LAUN	2025-05-08	dispatched	SAM 29.04.25	1	myob_import	1	Transaction			PBR66096530-IMP CL6528 - CL6528 - LD NATURAL POLY BAG ON ROLL 660MMX 965MM X 30UM ; 250/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)	5	rolls	total_rolls	41.8	229.9	ROLL	0		4a5e11c2-e66e-50c5-b46e-c4cbb2399a8d
949956	GET REAL WORKWEAR & SAFETY	2025-05-08	closed	TIM - EMAIL	0	myob_import	0	Transaction			PB455685150-IMP QPB07 - QPB07 LD NATURAL POLYBAG 455MM X 685MM X 150UM 200/CTN $/CTN (UOM = CTN)	12	cartons	units	86.95	1147.74	CTN	0		ef2c95c2-7bab-59ad-aa2a-89a788c95e91
949956	GET REAL WORKWEAR & SAFETY	2025-05-08	closed	TIM - EMAIL	1	myob_import	1	Transaction			**FREIGHT WILL BE CALCULATED ON MANUFACTURING COMPLETION****	1	ea	units	0	0		0		ef2c95c2-7bab-59ad-aa2a-89a788c95e91
949956	GET REAL WORKWEAR & SAFETY	2025-05-08	closed	TIM - EMAIL	2	myob_import	2	Transaction			**GET QUOTE FORM TNT FREIGHT FOR THE COMPLETED ORDER***	1	ea	units	0	0		0		ef2c95c2-7bab-59ad-aa2a-89a788c95e91
949956	GET REAL WORKWEAR & SAFETY	2025-05-08	closed	TIM - EMAIL	3	myob_import	3	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	234.3	257.73	ea	0		ef2c95c2-7bab-59ad-aa2a-89a788c95e91
949957	BLACKWOODS	2025-05-08	closed	ADS97685ST	0	myob_import	0	Transaction			PB455685150-IMP QPB07 - QPB07 LD NATURAL POLYBAG 455MM X 685MM X 150UM 200/CTN $/CTN (UOM = CTN)	27	cartons	units	79	2346.3	CTN	0		22757822-356b-5f69-9170-90a7e5bb7cbf
949961	GREENSLOPES HOSPITAL	2025-05-08	closed	4506929538	0	myob_import	0	Transaction			PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	54	cartons	units	44.4	2637.36	CTN	0		a537d0b2-40cc-5e20-8289-d7e8ec373847
949966	A1 COATERS	2025-05-08	closed	WALK IN	0	myob_import	0	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # WRAP)	3	cartons	units	90	297	CTN	0		28f14ff5-8c49-58c8-abf5-1ad8080e8478
949943	ADVANTAGE SCREENS AND BLIN	2025-05-07	closed	ADV 838	0	myob_import	0	Transaction			T150120(15kg) - L/D NATURAL POLY TUBE 150 X 120UM  450M/ROLL  15kg/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	6	rolls	total_rolls	65.8	434.28	ROLL	1		b92a31be-540a-52c2-a37e-f5bad6e12752
949943	ADVANTAGE SCREENS AND BLIN	2025-05-07	closed	ADV 838	1	myob_import	1	Transaction			T300120-15kg - L/D NATURAL POLY TUBE 300 X 120UM 226M/ROLL  15kg/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # TUBE)	6	rolls	total_rolls	65.8	434.28	ROLL	1		b92a31be-540a-52c2-a37e-f5bad6e12752
949943	ADVANTAGE SCREENS AND BLIN	2025-05-07	closed	ADV 838	2	myob_import	2	Transaction			**LET THEM KNOW WEHN ORDER IS READY FOR COLLECTION***	1	ea	units	0	0		0		b92a31be-540a-52c2-a37e-f5bad6e12752
949943	ADVANTAGE SCREENS AND BLIN	2025-05-07	closed	ADV 838	3	myob_import	3	Transaction			**THE HAVE DRIVER IN AREA ON THURSDAYS****	1	ea	units	0	0		0		b92a31be-540a-52c2-a37e-f5bad6e12752
949924	MATER MISERICORD LTD (T)	2025-05-06	closed	MPO0272261	0	myob_import	0	Transaction			PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	20	cartons	units	39.95	878.9	CTN	0		66cc77fd-ebdf-5df6-b782-7efe442b9d3c
949924	MATER MISERICORD LTD (T)	2025-05-06	closed	MPO0272261	1	myob_import	1	Transaction			PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	11	cartons	units	79	955.9	CTN	0		66cc77fd-ebdf-5df6-b782-7efe442b9d3c
949924	MATER MISERICORD LTD (T)	2025-05-06	closed	MPO0272261	2	myob_import	2	Transaction			PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1	cartons	units	249.9	274.89	CTN	0		66cc77fd-ebdf-5df6-b782-7efe442b9d3c
949924	MATER MISERICORD LTD (T)	2025-05-06	closed	MPO0272261	3	myob_import	3	Transaction			**SHIP WITH 949924/MPO0272261/949946/MPO027388**	1	ea	units	0	0		0		66cc77fd-ebdf-5df6-b782-7efe442b9d3c
949927	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-06	closed	4304643282	0	myob_import	0	Transaction			RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	1	cartons	units	49.9	54.89	CTN	0		ac93619e-8904-5bc8-943c-02d0c42c4ea5
949927	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2025-05-06	closed	4304643282	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	23	25.3	ea	0		ac93619e-8904-5bc8-943c-02d0c42c4ea5
949929	BLACKWOODS	2025-05-06	closed	AWS89021ST	0	myob_import	0	Transaction			PB400600150 QPB05 - QPB05:  LD NATURAL POLYBAG 400MM (W) X 600MM (L) X 150UM  250/CTN $/CTN (UOM = CTN)   - (Customer Part # .)	4	cartons	units	86.95	382.58	CTN	1		7ea86bde-36a9-5e77-b797-b8323dad613a
949930	DANIEL ST FISH MARKET	2025-05-06	closed	PHONE 01.05.25	0	myob_import	0	Transaction			VPB300450100-IMP - VAC BAG 300MM X 450MM X 100UM 900/CTN $/THOU (UOM = THOU)	1.8	1000	units	214	423.72	THOU	0		77e50c54-db32-5403-969d-cc2a042b4018
949935	GREENSLOPES HOSPITAL	2025-05-06	closed	4506923404	0	myob_import	0	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	104	cartons	units	27.1	3100.24	CTN	0		46b4978e-bef2-57d5-ad05-08e3eb4bbf31
949936	GREENSLOPES HOSPITAL	2025-05-06	closed	4506921265	0	myob_import	0	Transaction			PBR530G74040YP (250/RL) - YCW3404: 34 LITRE YELLOW CLINICAL WASTE BAG on ROLL (270+260)MM X 740MM X 40UM  250/ROLL  $PER ROLL (UOM = ROLL)   - (Customer Part # .)	8	rolls	total_rolls	60.5	532.4	ROLL	1		c24b5de3-3acc-504b-b962-a33a589e00e0
949937	CHATOYER	2025-05-06	closed		0	myob_import	0	Transaction			CFR840(1680)168025BK(250) - BLACK TOPSHEETS 840(1680)MM X 1680MM; 250/ROLL; $PER ROLL (UOM = ROLL)	1	rolls	total_rolls	79	86.9	ROLL	1		9c73249a-1f92-55a2-821e-f041f6e66a4a
949937	CHATOYER	2025-05-06	closed		1	myob_import	1	Transaction			***PAID INVOICE ON CARD AT COLLECTION. MISSING GST SOME AMOUNT TOTAL ON INVOICE IS DIFFERENT TO PAYMENT TAKEN. WILL NEED A QUOTE FOR NEXT PURCHASE BUY CQ 02.05.25***	1	ea	units	0	0		0		9c73249a-1f92-55a2-821e-f041f6e66a4a
