Receivable Invoice Detail																
DOLPHIN PLASTICS & PACKAGING																
For the period 1 July 2025 to 30 June 2026																
																
Invoice Number	Invoice Date	Source	Reference	Item Code	Description	Quantity	Unit Price (ex) (AUD)	Discount (ex) (AUD)	GST (AUD)	Gross (AUD)	Invoice Total (AUD)	Balance (AUD)	Contact Account Number	Contact Group	Account Code	Account
																
A1 COATERS																
950299	08 Jul 2025	Receivable Invoice	4304815003		PB1140G147038BK-IMP 270415 - 270415: 240 LITRE BLACK POLYBAGS 1140 GUSSET X 1470MM X 38UM  100/CTN  $PER CTN.. (UOM = CTN)	12.0000	74.6500	0.00	89.58	985.38	1,089.88	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950299	08 Jul 2025	Receivable Invoice	4304815003		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	95.0000	0.00	9.50	104.50	1,089.88	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950299	08 Jul 2025	Receivable Invoice	4304815003		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT/PALLET COST WILL BE $95+GST. **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	1,089.88	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950318	09 Jul 2025	Receivable Invoice	4304820730		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950318	09 Jul 2025	Receivable Invoice	4304820730		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950318	09 Jul 2025	Receivable Invoice	4304820730		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST . **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950351	18 Jul 2025	Receivable Invoice	4304836384		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	22.0000	127.4000	0.00	280.28	3,083.08	3,187.58	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950351	18 Jul 2025	Receivable Invoice	4304836384		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	95.0000	0.00	9.50	104.50	3,187.58	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950351	18 Jul 2025	Receivable Invoice	4304836384		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT/PALLET COST WILL BE $95+GST. **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	3,187.58	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950365	21 Jul 2025	Receivable Invoice	4304846414		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	16.0000	127.4000	0.00	203.84	2,242.24	3,073.62	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950365	21 Jul 2025	Receivable Invoice	4304846414		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	8.0000	82.6000	0.00	66.08	726.88	3,073.62	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950365	21 Jul 2025	Receivable Invoice	4304846414		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	95.0000	0.00	9.50	104.50	3,073.62	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950365	21 Jul 2025	Receivable Invoice	4304846414		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST . **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	3,073.62	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950403	28 Jul 2025	Receivable Invoice	4304864501		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950403	28 Jul 2025	Receivable Invoice	4304864501		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950446	31 Jul 2025	Receivable Invoice	4304879266		PB1180G150060P - CL240P60 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE';1180 GUSSETT (750+430) X1500MM X 60UM; 100/CTN; $/CTN (UOM = CTN)	1.0000	140.0000	0.00	14.00	154.00	180.40	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950446	31 Jul 2025	Receivable Invoice	4304879266		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	180.40	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950466	05 Aug 2025	Receivable Invoice	4304886488		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	23.0000	127.4000	0.00	293.02	3,223.22	3,327.72	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950466	05 Aug 2025	Receivable Invoice	4304886488		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	95.0000	0.00	9.50	104.50	3,327.72	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950466	05 Aug 2025	Receivable Invoice	4304886488		**SHIP WITH ORDER 950462/4304882738/950466/4304886488***	1.0000	0.0000	0.00	0.00	0.00	3,327.72	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950466	05 Aug 2025	Receivable Invoice	4304886488		**ON CHEP PALLET 2025004895590***	1.0000	0.0000	0.00	0.00	0.00	3,327.72	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950462	05 Aug 2025	Receivable Invoice	4304882738		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	6.0000	82.6000	0.00	49.56	545.16	545.16	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950462	05 Aug 2025	Receivable Invoice	4304882738		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	0.0000	0.00	0.00	0.00	545.16	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950462	05 Aug 2025	Receivable Invoice	4304882738		**SHIP WITH ORDER 950462/4304882738/950466/4304886488***	1.0000	0.0000	0.00	0.00	0.00	545.16	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950462	05 Aug 2025	Receivable Invoice	4304882738		**ON CHEP PALLET CHEP TRANSFER OUT NUMBER 2025004895590***	1.0000	0.0000	0.00	0.00	0.00	545.16	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
CN-6853	11 Aug 2025	Receivable Credit Note	4304886488		"PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)
CREDIT APPROVED FOR STOCK NOT RECEIVED CQ 11.08.25"	(1.0000)	127.4000	0.00	(12.74)	(140.14)	(140.14)	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950510	12 Aug 2025	Receivable Invoice	4304900687		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	6.0000	82.6000	0.00	49.56	545.16	703.56	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950510	12 Aug 2025	Receivable Invoice	4304900687		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	6.0000	24.0000	0.00	14.40	158.40	703.56	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950527	13 Aug 2025	Receivable Invoice	4304908061		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950527	13 Aug 2025	Receivable Invoice	4304908061		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950543	18 Aug 2025	Receivable Invoice	4304917371		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	2.0000	82.6000	0.00	16.52	181.72	234.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950543	18 Aug 2025	Receivable Invoice	4304917371		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	2.0000	24.0000	0.00	4.80	52.80	234.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950546	18 Aug 2025	Receivable Invoice	4304918382		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950546	18 Aug 2025	Receivable Invoice	4304918382		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	117.26	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950558	22 Aug 2025	Receivable Invoice	4304928588		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	26.0000	0.00	2.60	28.60	83.49	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950558	22 Aug 2025	Receivable Invoice	4304928588		RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	1.0000	49.9000	0.00	4.99	54.89	83.49	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4040	Sales - Purchased Finished Goods
950580	26 Aug 2025	Receivable Invoice	4304935419		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	20.0000	93.4000	0.00	186.80	2,054.80	2,054.80	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950580	26 Aug 2025	Receivable Invoice	4304935419		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	0.0000	0.00	0.00	0.00	2,054.80	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950580	26 Aug 2025	Receivable Invoice	4304935419		**BEING SENT ON HARDWOOD PALLET AS NO CHEP PALLET AVAILABLE AT THE TIME OF DISPATCH***HAVE SENT JOEL AN EMAIL INFORMING HIM OF THIS***	1.0000	0.0000	0.00	0.00	0.00	2,054.80	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950603	29 Aug 2025	Receivable Invoice	4304946159		RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	2.0000	49.9000	0.00	9.98	109.78	166.98	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4040	Sales - Purchased Finished Goods
950603	29 Aug 2025	Receivable Invoice	4304946159		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	2.0000	26.0000	0.00	5.20	57.20	166.98	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950648	05 Sep 2025	Receivable Invoice	4304965347		PB40564030 - MEDIUM:  L/D  NATURAL POLY BAG 405MM X 640MM X 30UM  100/PK  1000/CTN $/CTN (UOM = CTN)	10.0000	91.6000	0.00	91.60	1,007.60	1,457.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950648	05 Sep 2025	Receivable Invoice	4304965347		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	98.5200	0.00	9.85	108.37	1,457.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950648	05 Sep 2025	Receivable Invoice	4304965347		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST  **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	1,457.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950648	05 Sep 2025	Receivable Invoice	4304965347		PB50881538(250) (QP8) - QP8 (LARGE) L/D CLEAR POLY BAG 508mm x 815mm x 38um  50/PK  250/ctn  $/ctn (UOM = CTN)	5.0000	62.1000	0.00	31.05	341.55	1,457.52	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950666	08 Sep 2025	Receivable Invoice	4304967117		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	2.0000	82.6000	0.00	16.52	181.72	238.92	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950666	08 Sep 2025	Receivable Invoice	4304967117		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	2.0000	26.0000	0.00	5.20	57.20	238.92	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950668	08 Sep 2025	Receivable Invoice	4304970232		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	119.46	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950668	08 Sep 2025	Receivable Invoice	4304970232		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	26.0000	0.00	2.60	28.60	119.46	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950445	15 Sep 2025	Receivable Invoice	4304876991		PB30545535(1000) - J18:  NATURAL L/D POLY BAG 305MM X 455MM  X 35UM  1000/CTN  $/1000 (UOM = THOU)   - (Customer Part # .)	1.0000	58.8000	0.00	5.88	64.68	91.08	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950445	15 Sep 2025	Receivable Invoice	4304876991		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	91.08	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950462-02	15 Sep 2025	Receivable Invoice	4304882738		PB30545535(1000) - J18:  NATURAL L/D POLY BAG 305MM X 455MM  X 35UM  1000/CTN  $/1000 (UOM = THOU)   - (Customer Part # .)	1.0000	49.0000	0.00	4.90	53.90	53.90	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950380	15 Sep 2025	Receivable Invoice	4304854447		PB30545535(1000) - J18:  NATURAL L/D POLY BAG 305MM X 455MM  X 35UM  1000/CTN  $/1000 (UOM = THOU)   - (Customer Part # .)	1.0000	58.8000	0.00	5.88	64.68	91.08	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4030	Sales - Manufactured Finished Goods
950380	15 Sep 2025	Receivable Invoice	4304854447		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	91.08	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950736	16 Sep 2025	Receivable Invoice	4304990529		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	4.0000	82.6000	0.00	33.04	363.44	477.84	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950736	16 Sep 2025	Receivable Invoice	4304990529		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	4.0000	26.0000	0.00	10.40	114.40	477.84	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950845	03 Oct 2025	Receivable Invoice	4305030080		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	147.95	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950845	03 Oct 2025	Receivable Invoice	4305030080		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	51.9000	0.00	5.19	57.09	147.95	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950878	07 Oct 2025	Receivable Invoice	4305040928		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	4.0000	82.6000	0.00	33.04	363.44	445.24	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950878	07 Oct 2025	Receivable Invoice	4305040928		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	74.3600	0.00	7.44	81.80	445.24	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950901	09 Oct 2025	Receivable Invoice	4305048864		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	1.0000	82.6000	0.00	8.26	90.86	145.64	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950901	09 Oct 2025	Receivable Invoice	4305048864		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	49.8000	0.00	4.98	54.78	145.64	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950911	13 Oct 2025	Receivable Invoice	4305051749		PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	2.0000	77.0000	0.00	15.40	169.40	239.49	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950911	13 Oct 2025	Receivable Invoice	4305051749		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	63.7200	0.00	6.37	70.09	239.49	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950917	14 Oct 2025	Receivable Invoice	4305055583		PB760G100030VPGW-imp - PB760G100030VPimp L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)	3.0000	82.6000	0.00	24.78	272.58	462.83	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950917	14 Oct 2025	Receivable Invoice	4305055583		RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	2.0000	49.9000	0.00	9.98	109.78	462.83	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4040	Sales - Purchased Finished Goods
950917	14 Oct 2025	Receivable Invoice	4305055583		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	73.1500	0.00	7.32	80.47	462.83	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950792	14 Oct 2025	Receivable Invoice	4305012551		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	20.0000	127.4000	0.00	254.80	2,802.80	2,929.30	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950792	14 Oct 2025	Receivable Invoice	4305012551		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	115.0000	0.00	11.50	126.50	2,929.30	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4070	Freight Outgoing
950792	14 Oct 2025	Receivable Invoice	4305012551		**SHIP WITH 950792/4305012551/950859/4305033812***	1.0000	0.0000	0.00	0.00	0.00	2,929.30	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950859	14 Oct 2025	Receivable Invoice	4305033812		PB650G90060VPGW-IMP - L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN;.. IMP (UOM = CTN)	17.0000	127.4000	0.00	216.58	2,382.38	2,382.38	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA	4020	Sales - Imported Finished Goods
950859	14 Oct 2025	Receivable Invoice	4305033812		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	0.0000	0.00	0.00	0.00	2,382.38	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
950859	14 Oct 2025	Receivable Invoice	4305033812		**SHIP WITH 950792/4305012551/950859/4305033812***	1.0000	0.0000	0.00	0.00	0.00	2,382.38	0.00	5271	HOSPITALS (QLD HEALTH, RAMSAY, ETC), QLD HEALTH SOA		
