batch_no,created_date,customer,due_date,file_name,file_stem,item,item_code,match_status,notes,print_type,roll_type,sheet_name,total_kgs,total_mts,total_rolls
940681,2021-06-29,LATCO,,PBR60085025-LATCO.xlsx,PBR60085025-LATCO,PBR60085025,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,765.0,22950.0,25.0
951583,2026-03-23,DAYWALK,,PBR600900200PUVCI - 12BUC600900200R.xlsx,PBR600900200PUVCI - 12BUC600900200R,PBR600900200CIUVP,12-BUC600/900/200R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,432.0,1944.0000000000002,25.0
950942,,DAYWALK,,PBR600900200WHPUVCISHRINK - 12-PVCI600900200.xlsx,PBR600900200WHPUVCISHRINK - 12-PVCI600900200,PBR600900200WHCIUVP,12-PVCI600900200,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,103.68,466.56000000000006,50.0
939532,2021-02-04,CLASSIC INDUSTRIES,,PBR620910100.xlsx,PBR620910100,PBR600605180,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,130.68,653.4000000000001,5.0
939689,2021-02-23,GREGORY MACHINERY,2021-03-23,PBR6301000100 - D-POLY-400D-R.xlsx,PBR6301000100 - D-POLY-400D-R,PBR6301000100P,D-POLY-400D-R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,516.6,4428.0,41.0
951017-02,2026-03-31,MAYFAIR DRY CLEANERS,2024-06-22,PBR630G100030WHP - MAYFAIR DRY CLEANERS.xlsx,PBR630G100030WHP - MAYFAIR DRY CLEANERS,PBR630G100030WHAS0P,Batch No,unmatched,ROLLS MUST NOT BE BLOCKED - CHECK CORRECT & GOOD QUALITY PRINT. MINIMAL TO NO TRANSFER ON BAGS.,Registered Print,,Sheet1,2025.324,57866.4,50.0
943701,2022-07-19,MAYFAIR DRY CLEANERS,2022-08-19,PBR630G170030WHP - MAYFAIR DRY CLEANERS.xlsx,PBR630G170030WHP - MAYFAIR DRY CLEANERS,PBR630G170030WHUVP,Batch No,unmatched,ROLLS MUST NOT BE BLOCKED - CHECK CORRECT & GOOD QUALITY PRINT. MINIMAL TO NO TRANSFER ON BAGS.,Registered Print,,Sheet1,321.3,9180.0,8.0
938005,2020-08-13,EZYBAKE,2020-09-03,PBR65065025BT.xlsx,PBR65065025BT,PBR65065025BT,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,507.00000000000006,14040.000000000002,20.0
941543,2021-10-18,ANSTEL,2021-11-08,PBR650G103050 - DP CHANGE PAD BOORI.xlsx,PBR650G103050 - DP CHANGE PAD BOORI,PBR650G103050,DP CHANGE PAD - BOORI,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,251.0625,4171.5,9.0
943857,2022-09-13,DANIEL STREET,,PBR690G46035P - DANIEL STREET .xlsx,PBR690G46035P - DANIEL STREET ,PBR690G46035P,5KG PRAWN LINER,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Registered Print,,Sheet1,222.18000000000004,4968.0,6.0
937293,2020-05-28,ECO HARVEST FISHERIES,2020-06-19,PBR690G46042 - 5KG PRAWN LINER 42UM.xlsx,PBR690G46042 - 5KG PRAWN LINER 42UM,PBR690G46042,5KG PRAWN LINER 42UM,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,373.2624,6955.200000000001,28.0
942112,2022-01-13,ADVANTAGE AIR,2022-02-13,PBR700180035BKT - UD256.xlsx,PBR700180035BKT - UD256,PBR7001800350,UD256,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,194.481,4286.52,9.0
940168,2021-06-18,ADVANTAGE AIR,2021-05-29,PBR700180035BLACK TINT ADVANTAGE.xlsx,PBR700180035BLACK TINT ADVANTAGE,PBR7001800350,UD256,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,172.87200000000004,3810.2400000000002,5.0
948879,2024-11-20,TRANSPORT SEATING,2024-11-15,PBR710120035.xlsx,PBR710120035,PBR710150040AS0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,85.2,1620.0,4.0
950080,2025-09-05,NQIQF,,PBR720G71025BL.xlsx,PBR720G71025BL,PBR720G71025BTAS0,Batch No,unmatched,"NO CUTS IN ROLL. MUST HAVE STRONG SEALS. NEAT TIGHT ROLLS. MARK JOINS CLEARLY. NO GAUGE BANDS, STRONG FILM - NO SPLITTING",None,,Sheet1,766.8000000000001,19170.0,50.0
946200,2023-07-25,KILCOY GLOBAL FOODS,,PBR740G60045BT - KILCOY GLOBAL FOODS.xlsx,PBR740G60045BT - KILCOY GLOBAL FOODS,PBR740G600450,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,499.50000000000006,8100.000000000001,12.0
COMMERCIAL SAMPLE,2023-06-27,KILCOY GLOBAL FOODS,,PBR740G60045MDBL.xlsx,PBR740G60045MDBL,PBR740G60045BT,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,19.98,324.0,2.0
944874,2023-01-12,ASHFORD HEMP,,PBR750125090V .xlsx,PBR750125090V ,PBR750125090V,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,843.75,6750.0,20.0
950870,2026-03-04,DYNAMIX PLUMBING,2026-03-25,PBR750180035BLT - UD306.xlsx,PBR750180035BLT - UD306,PBR7501800100,UD306,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,607.5,4374.0,5.0
947870,2024-05-20,BEANS GALORE,2024-06-10,PBR770G700100V.xlsx,PBR770G700100V,PBR790G150060V,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,85.32000000000001,972.0000000000001,3.0
936955,2020-04-06,QLD HEALTH,,PBR770G95060YP - YCW75515R.xlsx,PBR770G95060YP - YCW75515R,PBR770G95050YP,YCW75515R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,457.18750000000006,6412.5,12.0
RE- RUN,2024-07-12,GREGORY MACHINERY,2023-08-15,PBR7801120100P - D-POLY-DC1200-R.xlsx,PBR7801120100P - D-POLY-DC1200-R,PBR78011201000AS0P,D-POLY-DC1200-R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,698.88,4838.400000000001,40.0
941977,2021-11-30,ANSTEL,2021-12-30,PBR780131050 PORTACOT.xlsx,PBR780131050 PORTACOT,PBR780131050,DP POTACOT,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,255.45000000000002,3537.0000000000005,6.0
945368 - 2,2023-06-08,BEANS GALORE,,PBR7951500050.xlsx,PBR7951500050,PBR790G1500500AS,Batch No,unmatched,THIS IS RE-RUN TO REPLACE FAULTY STOCK - FILM MUST NOT BE SPLITTY - MUST NOT BE UNDER 50UM - ONLY RUN ON 55 EXTRUDER,None,,Sheet1,94.80000000000001,1296.0,8.0
940401,2021-05-24,BK CREATIVE CABINETS,2021-06-24,PBR8001300100.xlsx,PBR8001300100,PBR8001300100AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,62.4,421.20000000000005,3.0
939569,2021-02-08,DANCOURT,2021-03-01,PBR800G70030-DANCOURT.xlsx,PBR800G70030-DANCOURT,PBR800G70030AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,67.2,1512.0,2.0
941997,2021-11-23,THE SUPPLY GUYS,2021-12-23,PBR810G99025WH.xlsx,PBR810G99025WH,PBR810G99025WH,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,240.57000000000002,5346.0,20.0
940485,2021-06-14,PROPAC,2021-07-05,PBR8202400100.xlsx,PBR8202400100,PBR8202400100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,393.6,2592.0,20.0
941543,2022-03-30,ANSTEL,2021-11-08,PBR830170075 - DP MATTRESS.xlsx,PBR830170075 - DP MATTRESS,PBR8301700100,DP MATTRESS 830 X 1700,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,550.2900000000001,3580.2000000000003,26.0
945554,2023-05-17,MOD PLAS,2023-06-17,PBR850140050.xlsx,PBR850140050,PBR850140050AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,119.00000000000001,1512.0,10.0
938968,2020-11-17,ADVANTAGE AIR,2020-12-14,PBR850180035YT - UD356.xlsx,PBR850180035YT - UD356,PBR850180035YT,UD356,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,85.68000000000002,1555.2,4.0
940168,2021-04-29,ADVANTAGE AIR,2021-05-29,PBR850180035YT ADVANTAGE.xlsx,PBR850180035YT ADVANTAGE,PBR850180035YT,UD356,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,107.10000000000001,1944.0000000000002,5.0
938889,2023-10-23,ULTRA CORAL AUSTRALIA,2020-12-07,PBR865G1000100.xlsx,PBR865G1000100,PBR865G10001000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,103.80000000000001,648.0,6.0
942997,2022-03-30,PRO-PAC,,PBR870G180032PINK TINT - PROPAC.xlsx,PBR870G180032PINK TINT - PROPAC,PBR870G180032PT,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,2505.6000000000004,48600.0,100.0
57816,2025-07-07,SUPAFIN SEAFOODS,,PBR880G48040MDBL.xlsx,PBR880G48040MDBL,PBR880G48040BT0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1351.68,20736.0,80.0
943339,2022-06-24,ANSTEL,2022-06-24,PBR8901650100BK - ANSTEL .xlsx,PBR8901650100BK - ANSTEL ,PBR8901650100BK,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,440.55000000000007,2673.0,20.0
943339,2022-05-24,ANSTEL,2022-06-24,PBR890170075 - DP MATTRESS.xlsx,PBR890170075 - DP MATTRESS,PBR8901650100BK,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,440.55000000000007,2673.0,20.0
945495,2023-05-26,GREGORY MACHINERY,2023-06-24,PBR8951300100P - D-POLY-1400-R.xlsx,PBR8951300100P - D-POLY-1400-R,PBR8951300100ASP,D-POLY-1400-R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,255.97000000000003,1544.4,22.0
939470,2021-02-01,TOTALLY WORKWEAR,2021-02-22,PBR9001200200P - ASBESTOS REMOVAL.xlsx,PBR9001200200P - ASBESTOS REMOVAL,PBR9001200200P,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,432.0,1296.0,20.0
942122,2021-12-21,ADVANTAGE AIR,2022-01-21,PBR900180035GT - UD406.xlsx,PBR900180035GT - UD406,PBR900180035GT,UD406,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,172.368,2954.88,8.0
940168,2021-04-29,ADVANTAGE AIR,2021-05-29,PBR900180035GT ADVANTAGE.xlsx,PBR900180035GT ADVANTAGE,PBR900180035GT,UD406,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,107.73,1846.8000000000002,5.0
938968,2020-11-17,ADVANTAGE AIR,2020-12-14,PBR900180035PT - UD456.xlsx,PBR900180035PT - UD456,PBR950180035PT,UD456,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,86.184,1399.68,4.0
948540,2026-03-13,TRIPLE M,2026-04-03,PBR9055050-6PBBBQL01 - 2PBPAAL550.xlsx,PBR9055050-6PBBBQL01 - 2PBPAAL550,PBR9055050AS0P,2PBPAAL550,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,24.75,2970.0,8.0
948540,2026-03-13,TRIPLE M,2026-04-03,PBR9068050 - 6PBBQL - 2PBPAAL680.xlsx,PBR9068050 - 6PBBQL - 2PBPAAL680,PBR9068050AS0P,2PBPAAL680,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,30.600000000000005,3672.0000000000005,8.0
948540,2024-08-30,TRIPLE M,,PBR9068050 - 6PBBQLS - 2PBPAST680.xlsx,PBR9068050 - 6PBBQLS - 2PBPAST680,PBR906805000P,2PBPAST680,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,85.68000000000002,10281.6,8.0
942862,2022-03-16,J J RICHARDS,2022-04-06,PBR935G125030PUP - CYTO120.xlsx,PBR935G125030PUP - CYTO120,PBR935G125050LIWHP,CYTO120,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,584.375,6750.0,50.0
941212,2021-08-26,ADVANTAGE AIR,,PBR950180035PT UD456.xlsx,PBR950180035PT UD456,PBR950180035PT,UD456,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,107.73,1749.6000000000001,5.0
944053,2025-06-23,BARRAMUNDI GARDENS,2022-09-25,PBR960G65075.xlsx,PBR960G65075,PBR960G650750,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,280.8,2106.0,12.0
942303,2023-11-03,SUNDOWNER FISH FARM,2022-02-24,PBR960G800100.xlsx,PBR960G800100,PBR960G8001000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,153.60000000000002,864.0,10.0
57885,2024-08-16,SUPAFIN SEAFOODS,,PBR980G75050.xlsx,PBR980G75050,PBR980G750500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,661.5,7290.000000000001,30.0
947261,2024-02-01,EVERGUARD,2024-02-22,S100025 - 2020.xlsx,S100025 - 2020,SR100025,10KG 432M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,200.0,4320.0,10.0
942898,2023-10-23,EZYBAKE,,S100030.xlsx,S100030,SR51030BT,15KG 1055M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,986.425,34815.0,33.0
942245,2024-03-11,THOMPSON,,S100050.xlsx,S100050,SR100050,10KG 200M,unmatched,CONVERSION: PERF 5 ROLLS AT 750MM (SR100075050) NO HEAT 20 ROLLS FOR LINK COMPOSITE AND 10 FOR NOOSA CHOCOLATES - REST FOR STOCK,None,Cont Sheet Roll,Sheet1,555.5555555555555,6000.0,30.0
945221,2023-03-02,HUNG VAN NGUYEN,2023-04-01,S100050BK.xlsx,S100050BK,SR1000150BK,25KG 180M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,650.0,2340.0,13.0
951672,2026-03-12,HYQUAL,2026-03-27,S1220100WH - PS4.xlsx,S1220100WH - PS4,SR1220100WH,46KG 200M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,451.85185185185185,2000.0,10.0
938050,2020-08-07,GREAT BARRIER REEF MARINE,2020-09-07,S15025050 - #XSMALL SHEET.xlsx,S15025050 - #XSMALL SHEET,S15025050,#XSMALL SHEET,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,45.1388888888889,2700.0,3.0
938050,2020-08-07,GREAT BARRIER REEF MARINE,2020-09-07,S20035050 - #SMALL SHEET.xlsx,S20035050 - #SMALL SHEET,S20035050,#SMALL SHEET,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,84.25925925925928,3780.0000000000005,3.0
940171,2021-04-29,DEBRETT SEAFOODS,2021-05-20,S25040075-MEDIUM SHEETS.xlsx,S25040075-MEDIUM SHEETS,S25040075AS,MEDIUM SHEETS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,90.2777777777778,2160.0,4.0
950049,2025-06-06,NOOSA JUNCTION,,S260530100.xlsx,S260530100,S2605301000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,132.6962962962963,2289.6000000000004,6.0
950425,2025-08-28,SLADE FISHERIES,,S35052030WH.xlsx,S35052030WH,S35052030WH0AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,394.3333333333333,16848.0,15.0
940171,2021-05-17,GREAT BARRIER REEF,2021-05-20,S35055075-LARGE SHEETS.xlsx,S35055075-LARGE SHEETS,S35055075AS,LARGE SHEETS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,86.89236111111113,1485.0,4.0
946505,2023-10-19,EZYBAKE,,S48025BT.xlsx,S48025BT,SR48030BTAS,10KG 750M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,320.0,12000.0,16.0
940171,2021-05-17,GREAT BARRIER REEF,2021-05-20,S500800100AS - XLARGE SHEETS.xlsx,S500800100AS - XLARGE SHEETS,S500800100AS,X-LARGE SHEETS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,72.22222222222223,648.0,6.0
Due Date,2026-03-13,HT CONCEPTS,,S730122045BLSLPUV - BLUE BANANA BAGS.xlsx,S730122045BLSLPUV - BLUE BANANA BAGS,PB730122045BLUV0P,BLUE/SILVER BANANA SL,unmatched,TREAT BOTH SIDES! - ONE SIDE MUST BE PRINTED SOLID SILVER - MUST BE GOOD SOLID PRINT - NO HEAT SLEEVE ONLY,Registered Print,,Sheet1,805.5477000000001,13241.880000000001,20.0
54901,2021-06-25,SIMEX,,S8080FLUV - SIMEX - 2020.xlsx,S8080FLUV - SIMEX - 2020,SR8080,2KG 250M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,2.962962962962963,250.0,1.0
948573,2024-11-04,HYQUAL,2024-11-25,S915100WH - PS3.xlsx,S915100WH - PS3,SR915100WH0,30KG 200M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,360.0,2400.0,12.0
940338,2021-05-24,MOUNTAIN GREENERY,2021-06-24,SL55060050WHUV - TREE SLEEVE.xlsx,SL55060050WHUV - TREE SLEEVE,PB55060050WHUV,TREE SLEEVE,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,66.00000000000001,1296.0,2.0
944341,2023-11-03,THOMSON CHOCOLATE,2022-10-20,SR100075050.xlsx,SR100075050,SR10007505000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,96.23611111111113,863.46,2.0
941173,2021-08-23,PRO-PAC,2021-09-23,SR1001100100.xlsx,SR1001100100,SR1001100100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,66.20370370370371,2970.0,6.0
949234,2025-01-06,SEDL AGENCIES,2025-02-06,SR100110090 SEDL.xlsx,SR100110090 SEDL,SR10011009000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,122.97999999999999,6130.080000000001,6.0
948042,2024-06-28,THOMSON CHOCOLATES,2024-07-09,SR30040030BL.xlsx,SR30040030BL,SR30040030BT0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,52.0,2592.0,3.0
944547,2024-05-28,SUNSHINE POWDER COATING,,SR30060035BT.xlsx,SR30060035BT,SR25025030BT,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,4.513888888888889,270.0,1.0
945179,2023-02-17,PROTECTIVE PLASTICS,2023-03-17,SR40035BT.xlsx,SR40035BT,SR70070,25KG 540M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,98.0,1080.0,2.0
57156,2025-10-31,TRIPLE M,,SR40075 - 2PBPSC.xlsx,SR40075 - 2PBPSC,SR40075,26KG 902M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,350.7777777777778,6314.0,7.0
951111,2026-02-26,RYNNS SEAFOOD,,SR45080040.xlsx,SR45080040,SR45080040,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,173.33333333333334,4320.0,3.0
947778,2024-06-28,ROSSLYN BAY,2024-05-22,SR45590035.xlsx,SR45590035,SR455900350,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,69.00833333333334,1944.0000000000002,1.0
55585,2021-01-13,THE DECKSTORE,2021-02-03,SR460136020BL - IL51.xlsx,SR460136020BL - IL51,SR460136020BT,IL51,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,271.0933333333333,8812.800000000001,12.0
945533,2023-09-22,EZYBAKE,,SR46546525BL - OPL4.xlsx,SR46546525BL - OPL4,SR46546525BT,PASTRY SHEET,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,468.4875,15066.000000000002,30.0
58349,2025-02-25,TRIPLE M,2024-08-27,SR600150 - 25KG - 2PBSF01.xlsx,SR600150 - 25KG - 2PBSF01,SR600150,20KG 240M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,200.0,1200.0,5.0
946364,2023-11-02,TONITTO CAKES,2023-03-17,SR60040BT - TONITTO CAKES.xlsx,SR60040BT - TONITTO CAKES,SR60040BT0,10KG 450M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,60.0,1350.0,3.0
936790,2025-08-29,PROPAC,2020-04-16,SR60065025BT - OPL5.xlsx,SR60065025BT - OPL5,SR60060025BT,OPL5,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,13104.0,326592.0,280.0
949303,2025-02-03,WILLIAM SEAFOOD,,SR600900100WH.xlsx,SR600900100WH,SR60060050WH,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,108.33333333333334,1620.0,4.0
950305,2025-10-01,HYQUAL,,SR6101220100WH.xlsx,SR6101220100WH,SR6101220100WH,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,179.15925925925927,1317.6000000000001,6.0
948820,2024-11-15,VADALS,2024-11-15,SR61061025CL.xlsx,SR61061025CL,SR61061038AS0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,170.2012962962963,3294.0,5.0
942078,2021-12-07,PROTECTIVE PLASTICS,,SR70075 - 25KG.xlsx,SR70075 - 25KG,SR70075,26KG 515M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,50.06944444444444,515.0,1.0
950724,2025-10-08,VADALS,,SR91091030BT.xlsx,SR91091030BT,SR91091025BTAS0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,498.39351851851853,9828.0,10.0
936757,2026-01-16,HYQUAL,2020-04-20,SR915100WH.xlsx,SR915100WH,SR915100WH,17KG 200M,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Sheet Roll,Sheet1,169.44444444444443,1000.0,5.0
942435,2024-02-13,STALLION SOLUTIONS,2022-02-25,T125100 - 10KG.xlsx,T125100 - 10KG,T200250,12KG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Tube,Sheet1,120.0,1296.0,10.0
951283,2026-02-13,H&L CONSTRUCTIONS,,T20050P - H&L METAL ROOFING.xlsx,T20050P - H&L METAL ROOFING,T20050PYFALSE,18KG,unmatched,NEW CUSTOMER - NEW ITEM - MUST BE NEAT ROLLS 1 ROLL = 3 PRINTED ROLLS AT 300M/ROLL 7 ROLLS MAKES 21 FINSHED ROLLS,Random Print,Tube,Sheet1,121.10000000000001,6539.400000000001,7.0
938806,2020-10-30,ANNA SPIRO DESIGN,2020-12-04,T2501900150 - ANNA SPIRO DESIGN.xlsx,T2501900150 - ANNA SPIRO DESIGN,T2501900150WHP,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,142.50000000000003,2052.0,4.0
939472,2021-02-01,HYQUAL,2021-02-22,T250200- HYQUAL.xlsx,T250200- HYQUAL,T250200,10KG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Tube,Sheet1,50.0,540.0,5.0
948213,2024-08-07,ABL,2024-08-05,T450150WHP - 25KG - QLD GASKET.xlsx,T450150WHP - 25KG - QLD GASKET,T400150PWH,11KG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,Tube,Sheet1,44.0,396.0,4.0
52952,2025-09-30,KILARGO,,T5580VP - 3KG.xlsx,T5580VP - 3KG,T5580FALSEFALSE,3KG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,Tube,Sheet1,300.0,36818.181818181816,100.0
52952AB,2025-12-09,KILARGO,,T6580VP  3KG - KILARGO.xlsx,T6580VP  3KG - KILARGO,T6580FALSE,3KG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,Tube,Sheet1,900.0,93461.53846153847,300.0
